x,y,z_COG,w_COG,z_MoM,w_MoM,z_ModMoM,w_ModMoM,z_CA,w_CA
-2.1,1.5,8.081578947368422,989.8870193039328,8.750000000000002,1149.9500000001249,8.75,1149.950000000125,8.562499999999998,1056.2000000001037
-2.1,1.6,8.104587155963307,992.2417654592778,8.85,1152.4500000001256,8.85,1152.4500000001258,8.631818181818183,1060.631818181923
-2.1,1.7,8.104587155963307,992.2417654592778,8.85,1152.4500000001256,8.85,1152.4500000001258,8.631818181818183,1060.631818181923
-2.1,1.8,8.104587155963307,992.2417654592778,8.85,1152.4500000001256,8.85,1152.4500000001258,8.631818181818183,1060.631818181923
-2.1,1.9,8.104587155963307,992.2417654592778,8.85,1152.4500000001256,8.85,1152.4500000001258,8.631818181818183,1060.631818181923
-2.1,2.0,8.104587155963307,992.2417654592778,8.85,1152.4500000001256,8.85,1152.4500000001258,8.631818181818183,1060.631818181923
-2.0,0.0,1.9184210526315795,985.1690745976472,1.25,1149.9500000001249,1.25,1149.950000000125,1.4100000000000001,1049.9700000001023
-2.0,0.1,1.9184210526315795,985.1690745976472,1.25,1149.9500000001249,1.25,1149.950000000125,1.4100000000000001,1049.9700000001023
-2.0,0.2,1.9184210526315795,985.1690745976472,1.25,1149.9500000001249,1.25,1149.950000000125,1.4100000000000001,1049.9700000001023
-2.0,0.3,1.9184210526315795,985.1690745976472,1.25,1149.9500000001249,1.25,1149.950000000125,1.4100000000000001,1049.9700000001023
-2.0,0.4,1.9184210526315795,985.1690745976472,1.25,1149.9500000001249,1.25,1149.950000000125,1.4100000000000001,1049.9700000001023
-2.0,0.5,1.9184210526315795,985.1690745976472,1.25,1149.9500000001249,1.25,1149.950000000125,1.4100000000000001,1049.9700000001023
-2.0,0.6,3.9183206106870214,974.3726686147784,1.5,1139.9500000001228,1.5,1139.9500000001228,2.779411764705882,1023.4941176471552
-2.0,0.7,4.683720930232558,974.3726686147784,5.0,1139.9500000001228,5.0,1139.9500000001228,3.5375,1023.7125000000964
-2.0,0.8,4.866062176165803,985.1690745976472,5.000000000000001,1149.9500000001249,5.0,1149.950000000125,4.027027027027028,1036.99054054064
-2.0,0.9,4.96137566137566,985.1690745976472,5.000000000000001,1149.9500000001249,5.0,1149.950000000125,4.467741935483871,1041.2564516130035
-2.0,1.0,5.0,985.1690745976472,5.000000000000001,1149.9500000001249,5.0,1149.950000000125,5.0,1049.9700000001023
-2.0,1.1,5.038624338624338,985.1690745976472,5.000000000000001,1149.9500000001249,5.0,1149.950000000125,5.53225806451613,1041.2564516130035
-2.0,1.2,5.133937823834195,985.1690745976472,5.000000000000001,1149.9500000001249,5.0,1149.950000000125,5.972972972972973,1036.99054054064
-2.0,1.3,5.316279069767444,974.3726686147784,5.0,1139.9500000001228,5.0,1139.9500000001228,6.4625,1023.7125000000964
-2.0,1.4,6.081679389312978,974.3726686147784,8.5,1139.9500000001228,8.5,1139.9500000001228,7.220588235294117,1023.4941176471552
-2.0,1.5,8.081578947368422,985.1690745976472,8.750000000000002,1149.9500000001249,8.75,1149.950000000125,8.59,1049.9700000001023
-2.0,1.6,8.081578947368422,985.1690745976472,8.750000000000002,1149.9500000001249,8.75,1149.950000000125,8.59,1049.9700000001023
-2.0,1.7,8.081578947368422,985.1690745976472,8.750000000000002,1149.9500000001249,8.75,1149.950000000125,8.59,1049.9700000001023
-2.0,1.8,8.081578947368422,985.1690745976472,8.750000000000002,1149.9500000001249,8.75,1149.950000000125,8.59,1049.9700000001023
-2.0,1.9,8.081578947368422,985.1690745976472,8.750000000000002,1149.9500000001249,8.75,1149.950000000125,8.59,1049.9700000001023
-2.0,2.0,8.081578947368422,985.1690745976472,8.750000000000002,1149.9500000001249,8.75,1149.950000000125,8.59,1049.9700000001023
-1.9,0.0,1.9419187789588443,978.7301865299393,1.3,1147.4500000001242,1.3,1147.4500000001244,1.4089108910891088,1039.6500000001
-1.9,0.1,1.9419187789588443,978.7301865299393,1.3,1147.4500000001242,1.3,1147.4500000001244,1.4089108910891088,1039.6500000001
-1.9,0.2,1.9419187789588443,978.7301865299393,1.3,1147.4500000001242,1.3,1147.4500000001244,1.4089108910891088,1039.6500000001
-1.9,0.3,1.9419187789588443,978.7301865299393,1.3,1147.4500000001242,1.3,1147.4500000001244,1.4089108910891088,1039.6500000001
-1.9,0.4,1.9419187789588443,978.7301865299393,1.3,1147.4500000001242,1.3,1147.4500000001244,1.4089108910891088,1039.6500000001
-1.9,0.5,1.9419187789588443,978.7301865299393,1.3,1147.4500000001242,1.3,1147.4500000001244,1.4089108910891088,1039.6500000001
-1.9,0.6,3.9183206106870214,970.6089670289166,1.5,1139.9500000001228,1.5,1139.9500000001228,2.7157142857142857,1019.9657142858099
-1.9,0.7,4.683720930232558,970.6089670289166,5.0,1139.9500000001228,5.0,1139.9500000001228,3.5731707317073167,1020.6951219513152
-1.9,0.8,4.861449819107597,978.7301865299393,5.0,1147.4500000001242,5.0,1147.4500000001244,4.033557046979866,1030.0822147651986
-1.9,0.9,4.96001643160345,978.7301865299393,5.0,1147.4500000001242,5.0,1147.4500000001244,4.472,1032.9876000000986
-1.9,1.0,4.999999999999999,978.7301865299393,5.0,1147.4500000001242,5.0,1147.4500000001244,5.000000000000001,1039.6500000001
-1.9,1.1,5.039983568396548,978.7301865299393,5.0,1147.4500000001242,5.0,1147.4500000001244,5.528,1032.9876000000984
-1.9,1.2,5.138550180892399,978.7301865299393,5.0,1147.4500000001242,5.0,1147.4500000001244,5.966442953020134,1030.0822147651984
-1.9,1.3,5.316279069767444,970.6089670289166,5.0,1139.9500000001228,5.0,1139.9500000001228,6.426829268292683,1020.6951219513152
-1.9,1.4,6.081679389312978,970.6089670289166,8.5,1139.9500000001228,8.5,1139.9500000001228,7.284285714285714,1019.9657142858098
-1.9,1.5,8.05808122104115,978.7301865299393,8.700000000000001,1147.4500000001242,8.7,1147.4500000001244,8.591089108910891,1039.6500000001
-1.9,1.6,8.05808122104115,978.7301865299393,8.700000000000001,1147.4500000001242,8.7,1147.4500000001244,8.591089108910891,1039.6500000001
-1.9,1.7,8.05808122104115,978.7301865299393,8.700000000000001,1147.4500000001242,8.7,1147.4500000001244,8.591089108910891,1039.6500000001
-1.9,1.8,8.05808122104115,978.7301865299393,8.700000000000001,1147.4500000001242,8.7,1147.4500000001244,8.591089108910891,1039.6500000001
-1.9,1.9,8.05808122104115,978.7301865299393,8.700000000000001,1147.4500000001242,8.7,1147.4500000001244,8.591089108910891,1039.6500000001
-1.9,2.0,8.05808122104115,978.7301865299393,8.700000000000001,1147.4500000001242,8.7,1147.4500000001244,8.591089108910891,1039.6500000001
-1.8,0.0,1.9660249150622873,972.8064177836117,1.35,1144.950000000124,1.35,1144.950000000124,1.4205882352941177,1029.6558823530388
-1.8,0.1,1.9660249150622873,972.8064177836117,1.35,1144.950000000124,1.35,1144.950000000124,1.4205882352941177,1029.6558823530388
-1.8,0.2,1.9660249150622873,972.8064177836117,1.35,1144.950000000124,1.35,1144.950000000124,1.4205882352941177,1029.6558823530388
-1.8,0.3,1.9660249150622873,972.8064177836117,1.35,1144.950000000124,1.35,1144.950000000124,1.4205882352941177,1029.6558823530388
-1.8,0.4,1.9660249150622873,972.8064177836117,1.35,1144.950000000124,1.35,1144.950000000124,1.4205882352941177,1029.6558823530388
-1.8,0.5,1.9660249150622873,972.8064177836117,1.35,1144.950000000124,1.35,1144.950000000124,1.4205882352941177,1029.6558823530388
-1.8,0.6,3.9183206106870214,967.3742701137326,1.5,1139.9500000001228,1.5,1139.9500000001228,2.6666666666666665,1016.6166666667615
-1.8,0.7,4.683720930232558,967.3742701137323,5.0,979.9500000000864,5.0,989.9500000000887,3.6071428571428568,1017.807142857238
-1.8,0.8,4.856269113149846,972.8064177836117,5.000000000000001,1144.950000000124,5.0,1144.950000000124,4.024,1023.3500000000964
-1.8,0.9,4.958487347170883,972.8064177836117,5.000000000000001,1144.950000000124,5.0,1144.950000000124,4.457142857142857,1024.9500000000967
-1.8,1.0,4.999999999999999,972.8064177836117,5.000000000000001,1144.950000000124,5.0,1144.950000000124,4.976470588235295,1029.6558823530388
-1.8,1.1,5.041512652829114,972.8064177836117,5.000000000000001,1144.950000000124,5.0,1144.950000000124,5.504761904761906,1024.9500000000967
-1.8,1.2,5.14373088685015,972.8064177836117,5.000000000000001,1144.950000000124,5.0,1144.950000000124,5.944000000000001,1023.3500000000964
-1.8,1.3,5.316279069767444,967.3742701137323,5.0,979.9500000000864,5.0,989.9500000000887,6.392857142857142,1017.807142857238
-1.8,1.4,6.081679389312978,967.3742701137323,8.5,979.9500000000864,8.5,989.9500000000887,7.333333333333333,1016.6166666667615
-1.8,1.5,8.033975084937715,972.8064177836117,8.65,1144.950000000124,8.65,1144.950000000124,8.602941176470589,1029.6558823530388
-1.8,1.6,8.033975084937715,972.8064177836117,8.65,1144.950000000124,8.65,1144.950000000124,8.602941176470589,1029.6558823530388
-1.8,1.7,8.033975084937715,972.8064177836117,8.65,1144.950000000124,8.65,1144.950000000124,8.602941176470589,1029.6558823530388
-1.8,1.8,8.033975084937715,972.8064177836117,8.65,1144.950000000124,8.65,1144.950000000124,8.602941176470589,1029.6558823530388
-1.8,1.9,8.033975084937715,972.8064177836117,8.65,1144.950000000124,8.65,1144.950000000124,8.602941176470589,1029.6558823530388
-1.8,2.0,8.033975084937715,972.8064177836117,8.65,1144.950000000124,8.65,1144.950000000124,8.602941176470589,1029.6558823530388
-1.7,0.0,1.9824282389449182,967.3028789199386,1.4000000000000001,900.0000000000682,1.4000000000000001,900.0000000000682,1.4000000000000001,1020.0480582525228
-1.7,0.1,1.9824282389449182,967.3028789199386,1.4000000000000001,900.0000000000682,1.4000000000000001,900.0000000000682,1.4000000000000001,1020.0480582525228
-1.7,0.2,1.9824282389449182,967.3028789199386,1.4000000000000001,900.0000000000682,1.4000000000000001,900.0000000000682,1.4000000000000001,1020.0480582525228
-1.7,0.3,1.9824282389449182,967.3028789199386,1.4000000000000001,900.0000000000682,1.4000000000000001,900.0000000000682,1.4000000000000001,1020.0480582525228
-1.7,0.4,1.9824282389449182,967.3028789199386,1.4000000000000001,900.0000000000682,1.4000000000000001,900.0000000000682,1.4000000000000001,1020.0480582525228
-1.7,0.5,1.9824282389449182,967.3028789199386,1.4000000000000001,900.0000000000682,1.4000000000000001,900.0000000000682,1.4000000000000001,1020.0480582525228
-1.7,0.6,3.9183206106870214,967.3742701137326,1.5,979.9500000000864,1.5,989.9500000000887,2.6666666666666665,1016.6166666667615
-1.7,0.7,4.683720930232558,967.3742701137323,5.0,979.9500000000864,5.0,989.9500000000887,3.6071428571428568,1017.807142857238
-1.7,0.8,4.852454337899543,967.3028789199386,5.0,900.0000000000682,5.0,900.0000000000682,4.04635761589404,1016.8380794702933
-1.7,0.9,4.957359813084111,967.3028789199386,5.0,900.0000000000682,5.0,900.0000000000682,4.480314960629922,1017.1948818898587
-1.7,1.0,4.999999999999999,967.3028789199386,5.0,900.0000000000682,5.0,900.0000000000682,5.0,1020.0480582525228
-1.7,1.1,5.042640186915887,967.3028789199386,5.0,900.0000000000682,5.0,900.0000000000682,5.51968503937008,1017.1948818898585
-1.7,1.2,5.147545662100453,967.3028789199386,5.0,900.0000000000682,5.0,900.0000000000682,5.95364238410596,1016.8380794702936
-1.7,1.3,5.316279069767444,967.3742701137323,5.0,979.9500000000864,5.0,989.9500000000887,6.392857142857142,1017.807142857238
-1.7,1.4,6.081679389312978,967.3742701137323,8.5,979.9500000000864,8.5,989.9500000000887,7.333333333333333,1016.6166666667615
-1.7,1.5,8.017571761055082,967.3028789199386,8.6,900.0000000000682,8.6,900.0000000000682,8.599999999999998,1020.0480582525228
-1.7,1.6,8.017571761055082,967.3028789199386,8.6,900.0000000000682,8.6,900.0000000000682,8.599999999999998,1020.0480582525228
-1.7,1.7,8.017571761055082,967.3028789199386,8.6,900.0000000000682,8.6,900.0000000000682,8.599999999999998,1020.0480582525228
-1.7,1.8,8.017571761055082,967.3028789199386,8.6,900.0000000000682,8.6,900.0000000000682,8.599999999999998,1020.0480582525228
-1.7,1.9,8.017571761055082,967.3028789199386,8.6,900.0000000000682,8.6,900.0000000000682,8.599999999999998,1020.0480582525228
-1.7,2.0,8.017571761055082,967.3028789199386,8.6,900.0000000000682,8.6,900.0000000000682,8.599999999999998,1020.0480582525228
-1.6,0.0,1.9498896247240618,962.1422768051211,1.3,900.0000000000683,1.3,900.0000000000682,1.392307692307692,1010.7461538462472
-1.6,0.1,1.9498896247240618,962.1422768051211,1.3,900.0000000000683,1.3,900.0000000000682,1.392307692307692,1010.7461538462472
-1.6,0.2,1.9498896247240618,962.1422768051211,1.3,900.0000000000683,1.3,900.0000000000682,1.392307692307692,1010.7461538462472
-1.6,0.3,1.9498896247240618,962.1422768051211,1.3,900.0000000000683,1.3,900.0000000000682,1.392307692307692,1010.7461538462472
-1.6,0.4,1.9498896247240618,962.1422768051211,1.3,900.0000000000683,1.3,900.0000000000682,1.392307692307692,1010.7461538462472
-1.6,0.5,1.9498896247240618,962.1422768051211,1.3,900.0000000000683,1.3,900.0000000000682,1.392307692307692,1010.7461538462472
-1.6,0.6,3.9183206106870214,967.3742701137326,1.5,979.9500000000864,1.5,989.9500000000887,2.6666666666666665,1016.6166666667615
-1.6,0.7,4.683720930232558,967.3742701137323,5.0,979.9500000000864,5.0,989.9500000000887,3.6071428571428568,1017.807142857238
-1.6,0.8,4.8597902730066895,962.1422768051211,5.0,900.0000000000683,5.0,900.0000000000682,4.036842105263158,1010.4947368421987
-1.6,0.9,4.959526889669191,962.1422768051211,5.0,900.0000000000683,5.0,900.0000000000682,4.465625,1009.6593750000932
-1.6,1.0,4.999999999999998,962.1422768051211,5.0,900.0000000000683,5.0,900.0000000000682,4.976923076923077,1010.7461538462472
-1.6,1.1,5.040473110330805,962.1422768051211,5.0,900.0000000000683,5.0,900.0000000000682,5.496875,1009.6593750000932
-1.6,1.2,5.140209726993307,962.1422768051211,5.0,900.0000000000683,5.0,900.0000000000682,5.931578947368421,1010.4947368421987
-1.6,1.3,5.316279069767444,967.3742701137323,5.0,979.9500000000864,5.0,989.9500000000887,6.392857142857142,1017.807142857238
-1.6,1.4,6.081679389312978,967.3742701137323,8.5,979.9500000000864,8.5,989.9500000000887,7.333333333333333,1016.6166666667615
-1.6,1.5,8.050110375275942,962.1422768051211,8.700000000000001,900.0000000000683,8.7,900.0000000000682,8.63076923076923,1010.7461538462472
-1.6,1.6,8.050110375275942,962.1422768051211,8.700000000000001,900.0000000000683,8.7,900.0000000000682,8.63076923076923,1010.7461538462472
-1.6,1.7,8.050110375275942,962.1422768051211,8.700000000000001,900.0000000000683,8.7,900.0000000000682,8.63076923076923,1010.7461538462472
-1.6,1.8,8.050110375275942,962.1422768051211,8.700000000000001,900.0000000000683,8.7,900.0000000000682,8.63076923076923,1010.7461538462472
-1.6,1.9,8.050110375275942,962.1422768051211,8.700000000000001,900.0000000000683,8.7,900.0000000000682,8.63076923076923,1010.7461538462472
-1.6,2.0,8.050110375275942,962.1422768051211,8.700000000000001,900.0000000000683,8.7,900.0000000000682,8.63076923076923,1010.7461538462472
-1.5,0.0,1.9184210526315795,957.2605317038455,1.25,899.9500000000683,1.25,899.9500000000683,1.3785714285714286,1001.7357142858057
-1.5,0.1,1.9184210526315795,957.2605317038455,1.25,899.9500000000683,1.25,899.9500000000683,1.3785714285714286,1001.7357142858057
-1.5,0.2,1.9184210526315795,957.2605317038455,1.25,899.9500000000683,1.25,899.9500000000683,1.3785714285714286,1001.7357142858057
-1.5,0.3,1.9184210526315795,957.2605317038455,1.25,899.9500000000683,1.25,899.9500000000683,1.3785714285714286,1001.7357142858057
-1.5,0.4,1.9184210526315795,957.2605317038455,1.25,899.9500000000683,1.25,899.9500000000683,1.3785714285714286,1001.7357142858057
-1.5,0.5,1.9184210526315795,957.2605317038455,1.25,899.9500000000683,1.25,899.9500000000683,1.3785714285714286,1001.7357142858057
-1.5,0.6,3.9183206106870214,964.4011088674649,1.5,899.9500000000683,1.5,899.9500000000683,2.7074468085106385,1013.194680851158
-1.5,0.7,4.683720930232558,964.4011088674648,5.0,899.9500000000683,5.0,899.9500000000683,3.5818181818181825,1014.9045454546399
-1.5,0.8,4.866062176165803,957.2605317038455,5.000000000000001,899.9500000000683,5.0,899.9500000000683,4.058823529411765,1004.3127450981312
-1.5,0.9,4.96137566137566,957.2605317038455,5.000000000000001,899.9500000000683,5.0,899.9500000000683,4.488372093023255,1002.3337209303239
-1.5,1.0,5.0,957.2605317038455,5.000000000000001,899.9500000000683,5.0,899.9500000000683,5.0,1001.7357142858057
-1.5,1.1,5.038624338624338,957.2605317038455,5.000000000000001,899.9500000000683,5.0,899.9500000000683,5.511627906976745,1002.3337209303241
-1.5,1.2,5.133937823834195,957.2605317038455,5.000000000000001,899.9500000000683,5.0,899.9500000000683,5.9411764705882355,1004.3127450981311
-1.5,1.3,5.316279069767444,964.4011088674648,5.0,899.9500000000683,5.0,899.9500000000683,6.418181818181819,1014.9045454546399
-1.5,1.4,6.081679389312978,964.4011088674648,8.5,899.9500000000683,8.5,899.9500000000683,7.292553191489361,1013.194680851158
-1.5,1.5,8.081578947368422,957.2605317038455,8.750000000000002,899.9500000000683,8.75,899.9500000000683,8.62142857142857,1001.7357142858057
-1.5,1.6,8.081578947368422,957.2605317038455,8.750000000000002,899.9500000000683,8.75,899.9500000000683,8.62142857142857,1001.7357142858057
-1.5,1.7,8.081578947368422,957.2605317038455,8.750000000000002,899.9500000000683,8.75,899.9500000000683,8.62142857142857,1001.7357142858057
-1.5,1.8,8.081578947368422,957.2605317038455,8.750000000000002,899.9500000000683,8.75,899.9500000000683,8.62142857142857,1001.7357142858057
-1.5,1.9,8.081578947368422,957.2605317038455,8.750000000000002,899.9500000000683,8.75,899.9500000000683,8.62142857142857,1001.7357142858057
-1.5,2.0,8.081578947368422,957.2605317038455,8.750000000000002,899.9500000000683,8.75,899.9500000000683,8.62142857142857,1001.7357142858057
-1.4,0.0,1.8878910191725529,952.603523242181,1.1500000000000001,900.0000000000681,1.1500000000000001,900.0000000000682,1.328301886792453,993.0933962265045
-1.4,0.1,1.8878910191725529,952.603523242181,1.1500000000000001,900.0000000000681,1.1500000000000001,900.0000000000682,1.328301886792453,993.0933962265045
-1.4,0.2,1.8878910191725529,952.603523242181,1.1500000000000001,900.0000000000681,1.1500000000000001,900.0000000000682,1.328301886792453,993.0933962265045
-1.4,0.3,1.8878910191725529,952.603523242181,1.1500000000000001,900.0000000000681,1.1500000000000001,900.0000000000682,1.328301886792453,993.0933962265045
-1.4,0.4,1.8878910191725529,952.603523242181,1.1500000000000001,900.0000000000681,1.1500000000000001,900.0000000000682,1.328301886792453,993.0933962265045
-1.4,0.5,1.9184210526315795,954.3399139488135,1.25,899.9500000000683,1.25,899.9500000000683,1.3941176470588237,996.7147058824432
-1.4,0.6,3.9183206106870214,961.2409175530654,1.5,899.9500000000683,1.5,899.9500000000683,2.747826086956522,1009.7326086957455
-1.4,0.7,4.683720930232558,961.2409175530654,5.0,899.9500000000683,5.0,899.9500000000683,3.5555555555555562,1011.987037037131
-1.4,0.8,4.87141435914442,952.603523242181,5.0,900.0000000000681,5.0,900.0000000000682,4.0649350649350655,998.3474025974933
-1.4,0.9,4.962950431399086,952.603523242181,5.0,900.0000000000681,5.0,900.0000000000682,4.492307692307692,995.2823076923977
-1.4,1.0,4.999999999999999,952.603523242181,5.0,900.0000000000681,5.0,900.0000000000682,5.000000000000001,993.0933962265045
-1.4,1.1,5.037049568600912,952.603523242181,5.0,900.0000000000681,5.0,900.0000000000682,5.5076923076923086,995.2823076923977
-1.4,1.2,5.128585640855577,952.603523242181,5.0,900.0000000000681,5.0,900.0000000000682,5.9350649350649345,998.3474025974933
-1.4,1.3,5.316279069767444,961.2409175530654,5.0,899.9500000000683,5.0,899.9500000000683,6.444444444444445,1011.9870370371309
-1.4,1.4,6.081679389312978,961.2409175530654,8.5,899.9500000000683,8.5,899.9500000000683,7.2521739130434755,1009.7326086957455
-1.4,1.5,8.081578947368422,954.3399139488135,8.750000000000002,899.9500000000683,8.75,899.9500000000683,8.605882352941176,996.7147058824432
-1.4,1.6,8.112108980827445,952.603523242181,8.85,900.0000000000681,8.85,900.0000000000682,8.671698113207547,993.0933962265045
-1.4,1.7,8.112108980827445,952.603523242181,8.85,900.0000000000681,8.85,900.0000000000682,8.671698113207547,993.0933962265045
-1.4,1.8,8.112108980827445,952.603523242181,8.85,900.0000000000681,8.85,900.0000000000682,8.671698113207547,993.0933962265045
-1.4,1.9,8.112108980827445,952.603523242181,8.85,900.0000000000681,8.85,900.0000000000682,8.671698113207547,993.0933962265045
-1.4,2.0,8.112108980827445,952.603523242181,8.85,900.0000000000681,8.85,900.0000000000682,8.671698113207547,993.0933962265045
-1.3,0.0,1.8585816062176166,948.1246225618498,1.05,900.0000000000682,1.05,900.0000000000682,1.268691588785047,984.7247663552279
-1.3,0.1,1.8585816062176166,948.1246225618498,1.05,900.0000000000682,1.05,900.0000000000682,1.268691588785047,984.7247663552279
-1.3,0.2,1.8585816062176166,948.1246225618498,1.05,900.0000000000682,1.05,900.0000000000682,1.268691588785047,984.7247663552279
-1.3,0.3,1.8585816062176166,948.1246225618498,1.05,900.0000000000682,1.05,900.0000000000682,1.268691588785047,984.7247663552279
-1.3,0.4,1.8585816062176166,948.1246225618498,1.05,900.0000000000682,1.05,900.0000000000682,1.268691588785047,984.7247663552279
-1.3,0.5,1.9184210526315795,951.2450881547043,1.25,899.9500000000683,1.25,899.9500000000683,1.4075757575757577,991.5409090909983
-1.3,0.6,3.9183206106870214,957.8798789145603,1.5,899.9500000000683,1.5,899.9500000000683,2.787777777777778,1006.2277777778703
-1.3,0.7,4.683720930232558,957.8798789145603,5.0,899.9500000000683,5.0,899.9500000000683,3.5283018867924536,1009.053773584999
-1.3,0.8,4.876039002557546,948.1246225618498,5.0,900.0000000000682,5.0,900.0000000000682,4.070967741935484,992.5364516129927
-1.3,0.9,4.964308996088657,948.1246225618498,5.0,900.0000000000682,5.0,900.0000000000682,4.496183206106869,988.430152671844
-1.3,1.0,5.0,948.1246225618498,5.0,900.0000000000682,5.0,900.0000000000682,5.0,984.7247663552279
-1.3,1.1,5.035691003911342,948.1246225618498,5.0,900.0000000000682,5.0,900.0000000000682,5.50381679389313,988.4301526718442
-1.3,1.2,5.1239609974424525,948.1246225618498,5.0,900.0000000000682,5.0,900.0000000000682,5.929032258064516,992.5364516129927
-1.3,1.3,5.316279069767444,957.8798789145603,5.0,899.9500000000683,5.0,899.9500000000683,6.471698113207548,1009.053773584999
-1.3,1.4,6.081679389312978,957.8798789145603,8.5,899.9500000000683,8.5,899.9500000000683,7.212222222222222,1006.2277777778704
-1.3,1.5,8.081578947368422,951.2450881547043,8.750000000000002,899.9500000000683,8.75,899.9500000000683,8.592424242424244,991.5409090909983
-1.3,1.6,8.141418393782386,948.1246225618498,8.950000000000001,900.0000000000682,8.95,900.0000000000682,8.731308411214954,984.7247663552279
-1.3,1.7,8.141418393782386,948.1246225618498,8.950000000000001,900.0000000000682,8.95,900.0000000000682,8.731308411214954,984.7247663552279
-1.3,1.8,8.141418393782386,948.1246225618498,8.950000000000001,900.0000000000682,8.95,900.0000000000682,8.731308411214954,984.7247663552279
-1.3,1.9,8.141418393782386,948.1246225618498,8.950000000000001,900.0000000000682,8.95,900.0000000000682,8.731308411214954,984.7247663552279
-1.3,2.0,8.141418393782386,948.1246225618498,8.950000000000001,900.0000000000682,8.95,900.0000000000682,8.731308411214954,984.7247663552279
-1.2,0.0,1.8305164319248826,943.7828437901567,1.0,899.9500000000681,1.0,899.9500000000683,1.2500000000000002,976.6166666667525
-1.2,0.1,1.8305164319248826,943.7828437901567,1.0,899.9500000000681,1.0,899.9500000000683,1.2500000000000002,976.6166666667525
-1.2,0.2,1.8305164319248826,943.7828437901567,1.0,899.9500000000681,1.0,899.9500000000683,1.2500000000000002,976.6166666667525
-1.2,0.3,1.8305164319248826,943.7828437901567,1.0,899.9500000000681,1.0,899.9500000000683,1.2500000000000002,976.6166666667525
-1.2,0.4,1.8305164319248826,943.7828437901567,1.0,899.9500000000681,1.0,899.9500000000683,1.2500000000000002,976.6166666667525
-1.2,0.5,1.9184210526315795,947.964031620608,1.25,899.9500000000683,1.25,899.9500000000683,1.4374999999999998,986.2000000000878
-1.2,0.6,3.9183206106870214,954.3021923897652,1.5,899.9500000000683,1.5,899.9500000000683,2.8409090909090904,1002.6772727273642
-1.2,0.7,4.683720930232558,954.3021923897653,5.0,899.9500000000683,5.0,899.9500000000683,3.5000000000000004,1006.1038461539388
-1.2,0.8,4.880046403712296,943.7828437901567,5.0,899.9500000000681,5.0,899.9500000000683,4.076923076923078,986.873076923165
-1.2,0.9,4.965484633569739,943.7828437901567,5.0,899.9500000000681,5.0,899.9500000000683,4.499999999999999,981.7681818182685
-1.2,1.0,5.0,943.7828437901567,5.0,899.9500000000681,5.0,899.9500000000683,5.000000000000001,976.6166666667525
-1.2,1.1,5.034515366430259,943.7828437901567,5.0,899.9500000000681,5.0,899.9500000000683,5.500000000000001,981.7681818182687
-1.2,1.2,5.119953596287699,943.7828437901567,5.0,899.9500000000681,5.0,899.9500000000683,5.923076923076923,986.873076923165
-1.2,1.3,5.316279069767444,954.3021923897653,5.0,899.9500000000683,5.0,899.9500000000683,6.500000000000002,1006.1038461539388
-1.2,1.4,6.081679389312978,954.3021923897653,8.5,899.9500000000683,8.5,899.9500000000683,7.159090909090908,1002.6772727273644
-1.2,1.5,8.081578947368422,947.964031620608,8.750000000000002,899.9500000000683,8.75,899.9500000000683,8.562499999999998,986.2000000000878
-1.2,1.6,8.169483568075112,943.7828437901567,9.0,899.9500000000681,9.0,899.9500000000683,8.75,976.6166666667525
-1.2,1.7,8.169483568075112,943.7828437901567,9.0,899.9500000000681,9.0,899.9500000000683,8.75,976.6166666667525
-1.2,1.8,8.169483568075112,943.7828437901567,9.0,899.9500000000681,9.0,899.9500000000683,8.75,976.6166666667525
-1.2,1.9,8.169483568075112,943.7828437901567,9.0,899.9500000000681,9.0,899.9500000000683,8.75,976.6166666667525
-1.2,2.0,8.169483568075112,943.7828437901567,9.0,899.9500000000681,9.0,899.9500000000683,8.75,976.6166666667525
-1.1,0.0,1.8037351958700274,939.5413538885903,0.9,900.0000000000682,0.9,900.0000000000682,1.1724770642201834,968.8610091743958
-1.1,0.1,1.8037351958700274,939.5413538885903,0.9,900.0000000000682,0.9,900.0000000000682,1.1724770642201834,968.8610091743958
-1.1,0.2,1.8037351958700274,939.5413538885903,0.9,900.0000000000682,0.9,900.0000000000682,1.1724770642201834,968.8610091743958
-1.1,0.3,1.8037351958700274,939.5413538885903,0.9,900.0000000000682,0.9,900.0000000000682,1.1724770642201834,968.8610091743958
-1.1,0.4,1.8305164319248826,940.5372935647493,1.0,899.9500000000681,1.0,899.9500000000683,1.2514285714285713,971.4500000000845
-1.1,0.5,1.9184210526315795,944.4830889759136,1.25,899.9500000000683,1.25,899.9500000000683,1.4451612903225808,980.6758064516995
-1.1,0.6,3.9183206106870214,950.4897513407922,1.5,899.9500000000683,1.5,899.9500000000683,2.87906976744186,999.0779069768349
-1.1,0.7,4.683720930232558,950.4897513407922,5.0,899.9500000000683,5.0,899.9500000000683,3.5159999999999996,1000.0500000000911
-1.1,0.8,4.880046403712297,940.5372935647493,5.05,899.9500000000681,5.05,899.9500000000683,4.08235294117647,983.5284313726363
-1.1,0.9,4.9664932680538545,939.5413538885903,5.0,900.0000000000682,5.0,900.0000000000682,4.50375939849624,975.3733082707619
-1.1,1.0,4.999999999999999,939.5413538885903,5.0,900.0000000000682,5.0,900.0000000000682,4.999999999999999,968.8610091743958
